"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
0	2.20940335136195	0.295	0.106	0	"S1"	"HLA-DRA"
0	0.985450747164555	0.478	0.29	0	"S1"	"C1QTNF1"
0	1.3443096013043	0.346	0.158	0	"S1"	"TNFRSF21"
0	0.906030460193001	0.768	0.581	0	"S1"	"HSPB2"
0	1.08506166593288	0.448	0.261	0	"S1"	"ANK2"
0	1.11164841952739	0.615	0.428	0	"S1"	"GPNMB"
0	1.46549481610898	0.335	0.149	0	"S1"	"THNSL2"
0	1.14554465276665	0.411	0.225	0	"S1"	"F10"
0	1.85309884598896	0.287	0.103	0	"S1"	"MALL"
0	0.899564394444367	0.647	0.463	0	"S1"	"GASK1B"
0	1.01010871893166	0.736	0.553	0	"S1"	"XG"
0	1.09545716910437	0.388	0.206	0	"S1"	"FAM118A"
0	1.40019918302601	0.366	0.184	0	"S1"	"PRSS3"
0	0.964426688936327	0.611	0.429	0	"S1"	"TNFAIP2"
0	0.856617376654675	0.684	0.507	0	"S1"	"A4GALT"
0	0.881224177600465	0.557	0.381	0	"S1"	"IFFO1"
0	0.816286141176837	0.628	0.453	0	"S1"	"CFH"
0	0.911134380902801	0.632	0.457	0	"S1"	"IDUA"
0	1.12281994330414	0.408	0.233	0	"S1"	"MARCH3"
0	1.57946050636297	0.335	0.161	0	"S1"	"IL13RA2"
0	2.22612104670734	0.253	0.079	0	"S1"	"PRELP"
0	0.753414338930229	0.734	0.56	0	"S1"	"ID1"
0	1.14409198193146	0.385	0.212	0	"S1"	"GALNT12"
0	1.17318719664519	0.898	0.726	0	"S1"	"PTGIS"
0	1.72809179286632	0.296	0.124	0	"S1"	"PTHLH"
0	0.870656035954447	0.75	0.579	0	"S1"	"TES"
0	0.718718286281187	0.768	0.6	0	"S1"	"AKR1C3"
0	1.06866480197325	0.685	0.518	0	"S1"	"CBR3"
0	0.819473969357351	0.716	0.551	0	"S1"	"AHR"
0	0.907855103725858	0.745	0.586	0	"S1"	"NIBAN1"
0	0.918193168499558	0.761	0.607	0	"S1"	"GFPT2"
0	1.19489847989385	0.688	0.535	0	"S1"	"SCUBE3"
0	1.51693005510969	0.262	0.11	0	"S1"	"ADA2"
0	1.51017042445947	0.27	0.119	0	"S1"	"AOX1"
0	1.44204915580563	0.271	0.121	0	"S1"	"SEMA3B"
0	0.729222141171175	0.768	0.618	0	"S1"	"CTSF"
0	1.61162139592208	0.268	0.12	0	"S1"	"MAB21L1"
0	1.39940005111158	0.26	0.115	0	"S1"	"MELTF"
0	1.31523155538102	0.255	0.111	0	"S1"	"SHC3"
0	0.844592203892941	0.874	0.73	0	"S1"	"SMPD1"
0	0.880594902775929	0.761	0.62	0	"S1"	"ALCAM"
0	0.690328449415494	0.707	0.568	0	"S1"	"DHRS3"
0	0.668330292706493	0.811	0.677	0	"S1"	"SCRG1"
0	0.759770709403497	0.776	0.644	0	"S1"	"ANTXR2"
0	0.60652968309942	0.948	0.817	0	"S1"	"SERPING1"
0	0.919377125688803	0.856	0.727	0	"S1"	"PLPP1"
0	0.917696302883821	0.89	0.762	0	"S1"	"BMERB1"
0	0.613947053277827	0.848	0.726	0	"S1"	"LTBP1"
0	0.658247065869371	0.914	0.795	0	"S1"	"CYP1B1"
0	0.764253530936159	0.724	0.609	0	"S1"	"ADK"
0	0.824103008305449	0.935	0.823	0	"S1"	"CRYAB"
0	1.02557547304673	0.905	0.793	0	"S1"	"PROCR"
0	0.685405054706109	0.87	0.763	0	"S1"	"CYBRD1"
0	0.970740815048734	0.866	0.761	0	"S1"	"ID3"
0	0.649378990434239	0.832	0.73	0	"S1"	"MIER1"
0	0.681802824874403	0.899	0.797	0	"S1"	"LPAR1"
0	0.655703782606899	0.948	0.851	0	"S1"	"NT5E"
0	0.611512253617341	0.838	0.75	0	"S1"	"OAF"
0	0.580691287694258	0.835	0.749	0	"S1"	"ASAH1"
0	0.589645046472869	0.91	0.826	0	"S1"	"SAT1"
0	0.477155672425942	0.876	0.792	0	"S1"	"EPHX1"
0	0.597337932144716	0.899	0.817	0	"S1"	"LTBP3"
0	0.804969688753512	0.978	0.9	0	"S1"	"HMGA1"
0	0.49712305462132	0.899	0.824	0	"S1"	"AP2A1"
0	0.555511835713581	0.865	0.792	0	"S1"	"TMEM35B"
0	0.73755588976824	0.951	0.883	0	"S1"	"NBL1"
0	1.50327631898714	0.99	0.928	0	"S1"	"CLU"
0	0.677731236110269	0.939	0.879	0	"S1"	"TGFBR2"
0	0.52015423482791	0.931	0.872	0	"S1"	"NPDC1"
0	0.674888685617488	0.966	0.909	0	"S1"	"IGFBP3"
0	0.750404411028724	0.978	0.921	0	"S1"	"MFGE8"
0	0.644589855398793	0.939	0.885	0	"S1"	"ADD3"
0	0.477155877545356	0.928	0.877	0	"S1"	"METTL9"
0	0.50349068208545	0.944	0.893	0	"S1"	"GSTO1"
0	0.568101530927337	0.923	0.873	0	"S1"	"LGMN"
0	0.98155059826335	0.952	0.903	0	"S1"	"PLIN2"
0	0.717296939708425	0.914	0.866	0	"S1"	"SOD2"
0	0.576104790908718	0.959	0.911	0	"S1"	"ARL6IP5"
0	0.709640591018001	0.907	0.86	0	"S1"	"CHPF"
0	0.675697247937474	0.922	0.876	0	"S1"	"SPTBN1"
