"cluster"	"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"	"short_desc"	"time"
"8"	"8"	"GOBP_PROTEIN_LOCALIZATION_TO_ENDOSOME"	"GOBP_PROTEIN_LOCALIZATION_TO_ENDOSOME"	"11/2731"	"28/17939"	0.00173051063976026	0.00993256547387096	0.00717264041344747	"WASHC2C/ARF6/VPS35/PACSIN2/ANKRD13A/RAB35/WASHC2A/NF2/MICALL1/MSN/EZR"	11	"Protein localization to endosome"	"day0"
"8"	"8"	"GOBP_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY"	"GOBP_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY"	"11/2731"	"28/17939"	0.00173051063976026	0.00993256547387096	0.00717264041344747	"EP300/RNF6/NCOR1/KDM1A/NCOR2/PRMT2/PKN1/FOXP1/HDAC1/SMARCA4/DAB2"	11	"Regulationofandrogenreceptorsignalngpthwy."	"day0"
"8"	"8"	"GOMF_NUCLEAR_THYROID_HORMONE_RECEPTOR_BINDING"	"GOMF_NUCLEAR_THYROID_HORMONE_RECEPTOR_BINDING"	"11/2731"	"28/17939"	0.00173051063976026	0.00993256547387096	0.00717264041344747	"TRIP12/NCOR1/GTF2H1/NCOA3/MED1/PRMT2/TRIP6/THRAP3/BRD8/TACC1/MED16"	11	"Nuclear thyroid hormone receptor binding"	"day0"
"8"	"8"	"KEGG_HOMOLOGOUS_RECOMBINATION"	"KEGG_HOMOLOGOUS_RECOMBINATION"	"11/2731"	"28/17939"	0.00173051063976026	0.00993256547387096	0.00717264041344747	"SSBP1/NBN/POLD2/MUS81/RPA2/MRE11/RPA1/POLD3/RPA3/BRCA2/RAD51"	11	"Homologous recombination"	"day0"
"8"	"8"	"WP_IL19_SIGNALING"	"WP_IL19_SIGNALING"	"11/2731"	"28/17939"	0.00173051063976026	0.00993256547387096	0.00717264041344747	"MAPK8/NFKB1/TGFB1/AKT1/MAPK1/RAC1/ACTA2/STAT1/MAPK3/SOCS5/CCNB1"	11	"Il19 signaling"	"day0"
"8"	"8"	"GOBP_MRNA_SPLICE_SITE_RECOGNITION"	"GOBP_MRNA_SPLICE_SITE_RECOGNITION"	"12/2731"	"32/17939"	0.00173401092769578	0.00993256547387096	0.00717264041344747	"LUC7L2/SF1/SRSF9/ISY1/SRSF10/SF3A1/PUF60/SNRPC/SF3A2/SF3A3/SRSF1/PSIP1"	12	"Mrna splice site recognition"	"day0"
"8"	"8"	"GOBP_REGULATION_OF_SPINDLE_ASSEMBLY"	"GOBP_REGULATION_OF_SPINDLE_ASSEMBLY"	"12/2731"	"32/17939"	0.00173401092769578	0.00993256547387096	0.00717264041344747	"RNF4/NUMA1/DYNC1H1/TPR/CHMP4B/CHMP3/HNRNPU/CHMP1A/CHMP6/GPSM2/SPAG5/PLK1"	12	"Regulation of spindle assembly"	"day0"
"8"	"8"	"REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING"	"REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING"	"12/2731"	"32/17939"	0.00173401092769578	0.00993256547387096	0.00717264041344747	"GNG11/AKT1/GNG5/GNG12/AKT3/GNB2/CDC42/RHOA/GNB1/PLCB3/GNB4/PAK1"	12	"G protein beta gamma signalling"	"day0"
"8"	"8"	"REACTOME_PERK_REGULATES_GENE_EXPRESSION"	"REACTOME_PERK_REGULATES_GENE_EXPRESSION"	"12/2731"	"32/17939"	0.00173401092769578	0.00993256547387096	0.00717264041344747	"EXOSC7/ATF6/DCP2/EXOSC3/NFYC/EXOSC6/EIF2S1/EXOSC8/KHSRP/CCL2/EXOSC2/EXOSC9"	12	"Perk regulates gene expression"	"day0"
"8"	"8"	"GOBP_WOUND_HEALING"	"GOBP_WOUND_HEALING"	"87/2731"	"423/17939"	0.00174483280641823	0.00998274036773903	0.00720887339599818	"NF1/DAG1/CRK/MACF1/SMPD1/PAPSS2/FIBP/PDIA3/MTOR/FAP/CD151/TGFB1/TOR1A/DDR2/PTK2/PRKG1/SRF/FN1/YAP1/ITGB1/ARHGAP24/RAF1/CAV1/CHMP4B/CHMP3/VPS4A/CD109/HIF1A/SYT11/ARHGAP35/GAS6/TLN1/ITGA5/CD59/ILK/PHLDB2/RHOA/HRAS/CHMP1A/ITGB5/ELK3/ANXA2/PLSCR1/CCN1/DGKZ/MYL12A/AHNAK/DST/TFPI2/S100A10/CD44/CNN2/FGF2/SERPINE2/VCL/CHMP6/PRKCA/FOXC2/SMAD3/SDC4/MYL9/ACTN1/ANXA5/CSRP1/FLNA/THBS1/RHOC/ANXA1/PLEC/MYOF/PLAUR/CLIC1/TPM1/DCBLD2/PAK1/ACTG1/F2R/EXT1/MYH9/ACTB/PLAU/CD9/SERPINE1/AXL/TNFRSF12A/PLAT/NRG1"	87	"Wound healing"	"day0"
"8"	"8"	"GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS"	"GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS"	"40/2731"	"166/17939"	0.0017450983345945	0.00998274036773903	0.00720887339599818	"USP9X/TRAF7/GSK3A/CSNK1D/MAPK9/RAD23A/HSP90AB1/VCP/SUMO2/AKT1/PTK2/FBXW8/PRMT6/IKBKG/PRICKLE1/SGTA/BBS7/USP14/SMARCC1/RAD23B/HSPBP1/MAP1A/CSNK2A1/BAG6/CCAR2/BAG2/UCHL5/PML/SOCS5/USP5/DAB2/GIPC1/PDCL3/TGFB1I1/SH3RF1/CDK2/AURKA/PBK/PLK1/CDC20"	40	"Regulationofubiquitindpndntprtnctblcprcss."	"day0"
"8"	"8"	"REACTOME_ONCOGENIC_MAPK_SIGNALING"	"REACTOME_ONCOGENIC_MAPK_SIGNALING"	"23/2731"	"81/17939"	0.00174611542677084	0.00998274036773903	0.00720887339599818	"MAP2K1/NF1/RAP1B/FN1/YWHAB/MAPK1/RAF1/AGTRAP/CAMK2D/SPRED2/TLN1/CSK/KRAS/HRAS/MPRIP/MAPK3/CAMK2G/VCL/NRAS/IQGAP1/LMNA/ACTG1/ACTB"	23	"Oncogenic mapk signaling"	"day0"
"8"	"8"	"GOBP_PROTEIN_SUMOYLATION"	"GOBP_PROTEIN_SUMOYLATION"	"20/2731"	"67/17939"	0.00176252539028875	0.0100701275170741	0.00727197860286399	"RELA/RANBP2/PIAS3/SMC5/NFATC2IP/SUMO2/CTNNB1/UBE2I/UBA2/ZBED1/TRIM28/UHRF2/NSMCE4A/SMC6/SUMO3/HDAC7/SLF2/PML/SAE1/RANGAP1"	20	"Protein sumoylation"	"day0"
"8"	"8"	"GOBP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY"	"GOBP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY"	"16/2731"	"49/17939"	0.00177399486564736	0.0101162904663317	0.00730531442494542	"EP300/RNF6/ZDHHC7/NCOR1/KDM1A/TMF1/NCOR2/PRMT2/DAXX/MAPK1/PKN1/RHOA/FOXP1/HDAC1/SMARCA4/DAB2"	16	"Androgen receptor signaling pathway"	"day0"
"8"	"8"	"GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_BY_RNA_POLYMERASE_II"	"GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_BY_RNA_POLYMERASE_II"	"16/2731"	"49/17939"	0.00177399486564736	0.0101162904663317	0.00730531442494542	"SUPT6H/LEO1/MED10/CDK12/MED8/MED1/CTNNB1/NCBP1/MED27/MED15/TCERG1/MED25/ELL2/CCNK/ZMYND8/MED16"	16	"Positivregltnoftrnscrptnelngtnbyrnplymrsi."	"day0"
"8"	"8"	"WP_IL3_SIGNALING"	"WP_IL3_SIGNALING"	"16/2731"	"49/17939"	0.00177399486564736	0.0101162904663317	0.00730531442494542	"MAP2K1/BAD/BCL2L1/MAPK8/CRKL/TGFB1/AKT1/CBL/PRKACA/GRB2/YWHAB/MAPK1/RAF1/HRAS/YWHAQ/MAPK3"	16	"Il3 signaling"	"day0"
"8"	"8"	"WP_TGFBETA_RECEPTOR_SIGNALING_IN_SKELETAL_DYSPLASIAS"	"WP_TGFBETA_RECEPTOR_SIGNALING_IN_SKELETAL_DYSPLASIAS"	"18/2731"	"58/17939"	0.00181229401593816	0.0103281147833828	0.00745827990612226	"EP300/NFKB1/MAPK9/TGFB1/FKBP1A/CTNNB1/CREBBP/SKIL/STAT1/LTBP1/ENG/HRAS/MAPK3/SMAD3/THBS1/INHBA/FST/SERPINE1"	18	"Tgfbetreceptorsignalinginskeletaldysplass."	"day0"
"8"	"8"	"GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM"	"GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM"	"100/2731"	"498/17939"	0.00186638635013352	0.0106296164075988	0.0076760043943485	"FAT1/ZDHHC7/HOXB2/DAG1/BTBD7/PLOD3/MYO9A/EXOC5/PLXNB2/DLG1/MTOR/CD151/MED1/TGFB1/TOR1A/OPA1/HOXB7/HS3ST3A1/CEP290/ARL13B/IFT57/LZTS2/PPP3R1/FOXD1/CTSZ/PRKACA/CTNNB1/PAFAH1B1/TNC/RALA/SRF/CCM2/GRB2/TULP3/YAP1/ITGB1/BCL10/ARHGAP24/TRIM28/PRICKLE1/RBPJ/BBS7/CC2D2A/HIF1A/STAT1/EGFR/ARHGAP35/ADAMTS12/CDC42/ITGA5/CLIC4/MAGED1/ILK/PHLDB2/RHOA/ADM/CITED2/FOXP1/ENG/KRAS/ITGB5/CTHRC1/APAF1/RARG/PHACTR4/PPP1CA/CCN1/RPGRIP1L/PML/MTHFD1/CD44/PFN1/MTHFD1L/FGF2/VCL/SEMA3C/GREM1/KLF4/MKKS/FOXC2/SMAD3/SDC4/FLNA/TGFB1I1/RHOC/VEGFC/VASP/PAK1/MSN/ACTG1/MET/EXT1/WDR1/SLIT2/ACTB/FST/EZR/MICAL2/TIMELESS/KIF20B"	100	"Morphogenesis of an epithelium"	"day0"
"8"	"8"	"GOBP_REGULATION_OF_EMBRYONIC_DEVELOPMENT"	"GOBP_REGULATION_OF_EMBRYONIC_DEVELOPMENT"	"25/2731"	"91/17939"	0.0018762158511001	0.0106788051588679	0.00771152525007982	"DR1/TRIP12/NIPBL/DAG1/TFPT/YEATS2/SEPTIN7/RUVBL1/CTNNB1/PAFAH1B1/TADA3/INO80E/RUVBL2/BAG6/PHLDB2/WDR5/RBM19/UCHL5/MCRS1/CFL1/ACTL6A/NIBAN2/PHLDA2/RACGAP1/CDK1"	25	"Regulation of embryonic development"	"day0"
"8"	"8"	"WP_NONSMALL_CELL_LUNG_CANCER"	"WP_NONSMALL_CELL_LUNG_CANCER"	"21/2731"	"72/17939"	0.00188814969043214	0.0107399010028202	0.00775564461889534	"MAP2K1/BAD/POLK/TP53/AKT1/GRB2/MAPK1/RAF1/AKT3/EGFR/KRAS/HRAS/RB1/EML4/MAPK3/CDK6/PRKCA/NRAS/RASSF1/CCND1/CRABP2"	21	"Nonsmall cell lung cancer"	"day0"
"8"	"8"	"GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION"	"GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION"	"36/2731"	"146/17939"	0.00189029596473575	0.0107452823950979	0.00775953070369724	"UBE2A/EP300/ATP5IF1/BAD/MTCH2/BCL2L1/HAX1/TSPO/SSBP1/GSK3A/PLSCR3/SLC30A9/VDAC1/OPA1/PPIF/TP53/AKT1/PRELID1/RALBP1/RALA/PRMT6/VPS35/MICU1/FKBP8/HIF1A/DNM1L/CTTN/VAT1/PGAM5/INF2/IER3/MCU/PLAUR/LMNA/MYO19/AURKA"	36	"Regulation of mitochondrion organization"	"day0"
"8"	"8"	"GOBP_REGULATION_OF_DNA_STRAND_ELONGATION"	"GOBP_REGULATION_OF_DNA_STRAND_ELONGATION"	"8/2731"	"17/17939"	0.00190685263966795	0.0107846188774145	0.00778793690384052	"TFPT/RUVBL1/NUCKS1/INO80E/RUVBL2/UCHL5/MCRS1/ACTL6A"	8	"Regulation of dna strand elongation"	"day0"
"8"	"8"	"GOMF_GDP_DISSOCIATION_INHIBITOR_ACTIVITY"	"GOMF_GDP_DISSOCIATION_INHIBITOR_ACTIVITY"	"8/2731"	"17/17939"	0.00190685263966795	0.0107846188774145	0.00778793690384052	"EIF5/GDI1/CCDC88A/ITGB1BP1/RANBP1/SH3BP4/ARHGDIA/GPSM2"	8	"Gdp dissociation inhibitor activity"	"day0"
"8"	"8"	"GOMF_PROLINE_RICH_REGION_BINDING"	"GOMF_PROLINE_RICH_REGION_BINDING"	"8/2731"	"17/17939"	0.00190685263966795	0.0107846188774145	0.00778793690384052	"BAIAP2/WBP4/YAP1/APBB1/CSK/ABI2/PFN1/CCND1"	8	"Proline rich region binding"	"day0"
"8"	"8"	"KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPG_TO_MICROTUBULE_RHOA_SIGNALING_PATHWAY"	"KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPG_TO_MICROTUBULE_RHOA_SIGNALING_PATHWAY"	"8/2731"	"17/17939"	0.00190685263966795	0.0107846188774145	0.00778793690384052	"TUBB2A/TUBA1A/TUBB3/TUBB6/TUBB/TUBB4B/TUBA1C/TUBA1B"	8	"Medcspthgneschrchespgtmcrtblrhsgnlngpthwy."	"day0"
"8"	"8"	"KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_RAS_ERK_SIGNALING_PATHWAY"	"KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_RAS_ERK_SIGNALING_PATHWAY"	"8/2731"	"17/17939"	0.00190685263966795	0.0107846188774145	0.00778793690384052	"MAP2K1/GRB2/MAPK1/RAF1/KRAS/HRAS/MAPK3/NRAS"	8	"Medicusreferencpdgfpdgfrraserksgnlngpthwy."	"day0"
"8"	"8"	"REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA"	"REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA"	"8/2731"	"17/17939"	0.00190685263966795	0.0107846188774145	0.00778793690384052	"EXOSC7/DCP2/EXOSC3/EXOSC6/YWHAB/EXOSC8/EXOSC2/EXOSC9"	8	"Tristetraprolinttpzfp36bindsanddstblzsmrn."	"day0"
"8"	"8"	"WP_CANONICAL_AND_NONCANONICAL_TGFB_SIGNALING"	"WP_CANONICAL_AND_NONCANONICAL_TGFB_SIGNALING"	"8/2731"	"17/17939"	0.00190685263966795	0.0107846188774145	0.00778793690384052	"MAPK8/MAPK9/TGFB1/LOXL2/GREM1/LOX/SMAD3/LOXL1"	8	"Canonical and noncanonical tgfb signaling"	"day0"
"8"	"8"	"WP_CORI_CYCLE"	"WP_CORI_CYCLE"	"8/2731"	"17/17939"	0.00190685263966795	0.0107846188774145	0.00778793690384052	"GPI/PGK1/GAPDH/TPI1/ALDOA/PGAM1/HK1/PFKP"	8	"Cori cycle"	"day0"
"8"	"8"	"GOBP_ENDOSOME_ORGANIZATION"	"GOBP_ENDOSOME_ORGANIZATION"	"26/2731"	"96/17939"	0.00192146802539438	0.0108604187066641	0.00784267451619636	"MVB12A/VAMP4/ARFGEF2/EEA1/LAPTM4B/VTA1/RAB7A/STAM/ATP6V0C/TMEM9/RAB22A/HGS/STAM2/ATP6V1D/CHMP4B/CHMP3/VPS4A/DNAJC13/PLEKHJ1/WASHC5/VPS37B/CHMP1A/RNF26/PI4K2B/CHMP6/CORO1C"	26	"Endosome organization"	"day0"
"8"	"8"	"GOBP_MIRNA_PROCESSING"	"GOBP_MIRNA_PROCESSING"	"15/2731"	"45/17939"	0.00193883159176191	0.0109447410094857	0.00790356649406094	"TGFB1/ADAR/TP53/AGO2/NCBP1/ZC3H7B/METTL3/ZC3H7A/SRSF3/SRRT/DROSHA/NUP155/HNRNPA2B1/SMAD3/TARBP2"	15	"Mirna processing"	"day0"
"8"	"8"	"GOBP_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR"	"GOBP_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR"	"15/2731"	"45/17939"	0.00193883159176191	0.0109447410094857	0.00790356649406094	"BAIAP2/MED1/TPR/AKT1/NCL/SYAP1/SNX6/MAPK1/EGFR/CAD/DUSP3/MAPK3/DAB2/IQGAP1/KNSTRN"	15	"Response to epidermal growth factor"	"day0"
"8"	"8"	"KEGG_INSULIN_SIGNALING_PATHWAY"	"KEGG_INSULIN_SIGNALING_PATHWAY"	"34/2731"	"136/17939"	0.00194521724299126	0.0109738689202903	0.00792460074052488	"IRS1/MAP2K1/BAD/PYGL/PRKAA1/CRK/PRKAR1A/MAPK8/MAPK9/CRKL/EXOC7/MTOR/PHKB/AKT1/CBL/PRKACA/GRB2/EIF4E/MAPK1/RAF1/RPS6KB2/PRKCI/ELK1/AKT3/KRAS/HRAS/FLOT1/PPP1CA/MAPK3/HK1/FLOT2/CALM2/NRAS/CALM3"	34	"Insulin signaling pathway"	"day0"
"8"	"8"	"WP_WNT_SIGNALING_AND_PLURIPOTENCY"	"WP_WNT_SIGNALING_AND_PLURIPOTENCY"	"27/2731"	"101/17939"	0.00195493480967915	0.0110217451832855	0.00795917380422201	"EP300/CTBP2/PPP2R5C/MAPK9/PPP2R2A/TP53/CTNNB1/PAFAH1B1/PPP2CA/CREBBP/PPP2R5E/CTBP1/PPP2R1A/CCND3/PRKCI/CTNND1/APC/RHOA/PPP2R3A/CD44/PRKCA/PTPA/CCND1/PLAU/RACGAP1/FOSL1/TCF7"	27	"Wnt signaling and pluripotency"	"day0"
"8"	"8"	"GOBP_RHYTHMIC_PROCESS"	"GOBP_RHYTHMIC_PROCESS"	"64/2731"	"296/17939"	0.00196120119231465	0.0110431662105616	0.00797464265024598	"USP9X/EP300/NCOR1/PRKAA1/HDAC3/MAPK8/KMT2A/CSNK1D/MAPK9/HDAC2/NDUFA9/MTOR/NCOR2/HSPA8/TP53/ADNP/NONO/FBXW11/CREBBP/SIN3A/PRKG1/AHR/CLOCK/TARDBP/RELB/KLF10/PRMT5/METTL3/PSPC1/PRKDC/THRAP3/CUL4A/DDB1/RBM4/DNM1L/DHX9/HNRNPU/EGFR/PARP1/NR1D2/CSNK2A1/NFKB2/MAGED1/PTX3/MYBBP1A/PPP1CA/CCAR2/HDAC1/PML/GPR176/CAVIN3/SFPQ/HNRNPD/PCNA/BHLHE40/HAS2/SLIT2/INHBA/AXL/EZH2/TYMS/TIMELESS/TOP2A/CDK1"	64	"Rhythmic process"	"day0"
"8"	"8"	"GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION"	"GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION"	"64/2731"	"296/17939"	0.00196120119231465	0.0110431662105616	0.00797464265024598	"SGCB/MEF2A/PRKAR1A/HDAC3/MTPN/GSK3A/MTOR/TGFB1/PPIF/SELENON/AKT1/EHD2/PPP3CB/PRKG1/YBX1/DKK1/SRF/PIEZO1/COL14A1/ITGB1/HDAC5/PRICKLE1/PLEKHO1/HNRNPU/FLII/PDLIM5/CSRP2/FOXP1/CDH2/DOCK1/KRAS/NLN/TMOD3/RB1/SYNE1/FLOT1/HDAC1/CALR/GREM1/PI16/PARP2/CFL2/MYL9/NIBAN2/FHL2/CSRP1/PLEC/RCAN1/DOCK5/ALPK2/TPM1/LMNA/EHD1/FLNC/ACTG1/MYH9/WDR1/CAPN2/CD9/KRT19/SDC1/EZH2/NRG1/CDK1"	64	"Striated muscle cell differentiation"	"day0"
"8"	"8"	"GOCC_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT"	"GOCC_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT"	"33/2731"	"131/17939"	0.00196628286166531	0.0110578708922673	0.00798526139668629	"COPZ2/ERGIC2/PDIA6/CSNK1D/TMED1/MGAT4B/GOSR2/P4HB/SEC23IP/PTPN2/MGAT1/SCYL1/CTSZ/COPG1/RER1/FN1/PIEZO1/MTMR6/TAPBP/MYDGF/MCFD2/GBF1/ASPSCR1/SERPINH1/YIF1B/SURF4/CD59/TMED9/YKT6/CALR/RGMB/RAB1B/HMGB1"	33	"Endoplasmicreticulumgolgintermedtcmprtmnt."	"day0"
"8"	"8"	"REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2"	"REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2"	"33/2731"	"131/17939"	0.00196628286166531	0.0110578708922673	0.00798526139668629	"STX4/MAGED2/TGFB1/CALU/FAM3C/FN1/TMSB4X/ECM1/ALDOA/CD109/GAS6/TLN1/ENDOD1/HABP4/PFN1/ISLR/CFL1/VCL/PHACTR2/PRKCA/TIMP3/ACTN1/ANXA5/FLNA/THBS1/CAP1/ACTN4/CLEC3B/VEGFC/TAGLN2/WDR1/CD9/SERPINE1"	33	"Responsetoelevatedplateletcytosolicca2."	"day0"
"8"	"8"	"GOCC_PIGMENT_GRANULE"	"GOCC_PIGMENT_GRANULE"	"29/2731"	"111/17939"	0.00199081567860365	0.0111888090210536	0.0080798162341716	"SLC1A5/PDIA6/RAB7A/PDIA3/HSP90AB1/CALU/P4HB/HSPA8/CCT4/RAB5C/CTSB/CNP/ITGB1/YWHAB/HSP90AA1/RAB32/RAC1/YWHAE/ANXA11/CLTC/RAB35/RAN/ANXA2/FLOT1/YWHAZ/MYO5A/CAPG/GGH/TRPV2"	29	"Pigment granule"	"day0"
"8"	"8"	"GOBP_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS"	"GOBP_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS"	"17/2731"	"54/17939"	0.00202239774147736	0.0113591762731787	0.00820284417100571	"CIB1/AKT1/SRF/ITGB1/HDAC5/AKT3/RHOA/PLK2/HDAC7/ITGB1BP1/FGF2/GREM1/KLF4/FOXC2/THBS1/ANXA1/SLIT2"	17	"Cellmigrationinvolvedinsproutingangiognss."	"day0"
"8"	"8"	"GOCC_RIBOSOME"	"GOCC_RIBOSOME"	"52/2731"	"231/17939"	0.00203523833621551	0.0114241309242241	0.0082497501145261	"MRPS12/ASCC3/MRPS24/MRPL38/MRPS23/MRPL3/MRPS18A/MRPL47/MRPS7/PTCD3/MRPS10/MRPS18B/MRPL15/EIF2AK4/ASCC2/FUBP3/MRPL22/SF1/SRP68/MRPS28/HBS1L/ZNF598/ABCE1/RPL26L1/MRPL58/AURKAIP1/MRPS9/ETF1/GADD45GIP1/MRPL19/MRPL13/MRPL17/MRPL37/MRPL12/MRPL35/GCN1/MRPL52/RPL22L1/USP10/GSPT1/MRPL11/MRPL49/PNPT1/MRPL54/MRPL27/MRPL28/EIF4G1/CALR/RRBP1/MRPL30/RBM3/RPL39L"	52	"Ribosome"	"day0"
"8"	"8"	"GOBP_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT"	"GOBP_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT"	"14/2731"	"41/17939"	0.00209807772835861	0.0117473983126921	0.0084831923949696	"NSF/SYS1/MACF1/BLZF1/VAMP3/VAMP5/RAB34/OPTN/CNST/KIF13A/ASAP1/CSK/ARFRP1/KRT18"	14	"Golgitoplasmamembraneproteintransport."	"day0"
"8"	"8"	"GOBP_NEGATIVE_REGULATION_OF_DNA_REPAIR"	"GOBP_NEGATIVE_REGULATION_OF_DNA_REPAIR"	"14/2731"	"41/17939"	0.00209807772835861	0.0117473983126921	0.0084831923949696	"SMCHD1/OGG1/OTUB1/TFIP11/RNF169/TP53BP1/CSNK2A1/RIF1/ERCC6/MRE11/MAD2L2/KMT5A/HMGA2/PLK1"	14	"Negative regulation of dna repair"	"day0"
"8"	"8"	"GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION"	"GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION"	"14/2731"	"41/17939"	0.00209807772835861	0.0117473983126921	0.0084831923949696	"SMPD1/MTOR/TGFB1/HSP90AB1/ANKLE2/PPP1R7/PPP2R5D/PIN1/PPP1R12A/PTPA/PTBP1/CALM2/CALM3/CDCA2"	14	"Positivregulationofproteindephosphorylatn."	"day0"
"8"	"8"	"REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION"	"REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION"	"14/2731"	"41/17939"	0.00209807772835861	0.0117473983126921	0.0084831923949696	"POLR3C/GTF3C2/NFIC/GTF3C1/SNAPC2/POLR2L/POLR3H/CRCP/SNAPC1/NFIX/POLR3A/POLR2E/GTF3C6/GTF3C5"	14	"Rna polymerase iii transcription"	"day0"
"8"	"8"	"GOCC_ENDOCYTIC_VESICLE"	"GOCC_ENDOCYTIC_VESICLE"	"73/2731"	"347/17939"	0.00214002639407842	0.0119747851913651	0.00864739612659847	"AP2A1/VAMP4/CLTA/STX4/ATP6V0D1/AP2S1/SH3KBP1/UBB/VAMP3/KIF5B/RAB7A/PDIA3/STX7/ATP6V0C/MTOR/ZDHHC5/RAB22A/RABEP1/ARF6/EHD2/AP2B1/DYNC1LI1/TGOLN2/HSPH1/HGS/APPL1/STAM2/RAB34/RALA/APPL2/AP2A2/CLTB/RAB11FIP5/TAPBP/PICALM/HSP90AA1/CAV1/AP2M1/RAB32/CAMK2D/SYT11/TCIRG1/DNM2/CTTN/RABGEF1/EGFR/ANXA11/CLTC/CDC42/RAB35/GOLIM4/RAB23/ITGB5/SRGAP2/ZYX/HYAL2/DPP4/MYO1E/CALR/CAMK2G/RAB8A/MYO1C/VIM/RIN1/FLOT2/EHD1/ACTG1/SPHK1/COLEC12/FLNB/RAC2/CD9/EHD4"	73	"Endocytic vesicle"	"day0"
"8"	"8"	"GOBP_PYRIMIDINE_NUCLEOBASE_METABOLIC_PROCESS"	"GOBP_PYRIMIDINE_NUCLEOBASE_METABOLIC_PROCESS"	"9/2731"	"21/17939"	0.00222876338672568	0.0124324726488193	0.0089779076709422	"DPYD/MTOR/UMPS/MAPK1/CAD/CTPS1/DPYSL3/RRM1/TYMS"	9	"Pyrimidine nucleobase metabolic process"	"day0"
"8"	"8"	"GOCC_RETROMER_COMPLEX"	"GOCC_RETROMER_COMPLEX"	"9/2731"	"21/17939"	0.00222876338672568	0.0124324726488193	0.0089779076709422	"ANKFY1/VPS29/RAB7A/SNX5/VPS35/SNX6/DCTN1/SNX12/SNX8"	9	"Retromer complex"	"day0"
"8"	"8"	"GOMF_CARGO_ADAPTOR_ACTIVITY"	"GOMF_CARGO_ADAPTOR_ACTIVITY"	"9/2731"	"21/17939"	0.00222876338672568	0.0124324726488193	0.0089779076709422	"AP2A1/AP2S1/AP2B1/AP2A2/AP2M1/AP1S1/AP1M1/AP1S2/DAB2"	9	"Cargo adaptor activity"	"day0"
"8"	"8"	"REACTOME_SIGNAL_TRANSDUCTION_BY_L1"	"REACTOME_SIGNAL_TRANSDUCTION_BY_L1"	"9/2731"	"21/17939"	0.00222876338672568	0.0124324726488193	0.0089779076709422	"MAP2K1/ITGB1/MAPK1/RAC1/EGFR/CSNK2A1/ITGA5/MAPK3/PAK1"	9	"Signal transduction by l1"	"day0"
