Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
s1.up	GOCC_PLASMA_MEMBRANE_SIGNALING_RECEPTOR_COMPLEX	GOCC_PLASMA_MEMBRANE_SIGNALING_RECEPTOR_COMPLEX	40/2236	116/13084	4.19808413332605e-06	0.000309346087403231	0.000268459312557774	TRAF1/ITGA8/DLG3/TRAF5/ITGB5/RNF31/PORCN/IKBKB/GRIN2D/CACNG7/ITGB8/CHRNE/BIRC2/ACVR1/ITGA4/IL18R1/ACVR2A/GRIA3/DLG4/IL6/ITGA11/IGF1R/ERBB2/CACNG8/ITGA10/OSMR/GRIA1/ITGA5/TGFBR2/ITGA2/GRIK2/STXBP5/CPT1C/ALCAM/GRIN2A/DIABLO/FLNA/ITGBL1/LIME1/GABBR1	40
s6.up	GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	91/1587	471/13084	3.38168398459672e-06	0.000309393890983595	0.000291765591904116	ENPP4/ELOVL5/MDH1/DGAT2/SPHK2/FAR2/ME1/ELOVL1/PRKACA/ACAT1/ADCY2/PGM1/DLD/TECR/SLC25A1/PCK2/MLYCD/QPRT/GCDH/NMRK1/ALDOC/PDHX/ATP5F1B/HMGCS1/NME5/HMGCR/PDE8B/ABHD14B/ATP5PB/SDHB/ACOT2/DLST/RHOQ/ELOVL3/GPAM/DMAC2L/PPCS/NDUFA10/MPP1/ACSS2/ACLY/PDHA1/SUCLA2/NDUFB5/GMPR/IDH1/ATP1B1/SDHC/ALDH1L1/NAPRT/AK3/HSD17B12/ATPSCKMT/ACSL1/ATP5F1A/PDK1/PANK1/PID1/UCHL1/PFKFB1/PINK1/NDUFS2/PMVK/SUCLG1/ACSL6/PGAM2/ATP5F1C/HPRT1/ACSF2/MVD/GPD1/PDHB/BPGM/UCP2/NUPR1/DNAJC30/SHMT1/TALDO1/ACOT4/DHTKD1/IDH2/ACOT1/DGAT1/NUDT17/FHIT/ADA/ACSL5/SULT1A2/FITM2/PNP/SDHD	91
s6.up	HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	46/1587	192/13084	3.57527460808453e-06	0.000324210963796833	0.000305738434114727	ADIPOR2/CD9/ELOVL5/PSMC4/ME1/NFYC/IDI1/DAPP1/MCM2/PGM1/SCD/ATP6V1D/CYB5B/GGA2/SQLE/YKT6/TMEM97/SC5D/HMGCS1/HMGCR/PSMD14/DHCR24/CACYBP/PIK3R3/COPS5/CDKN1A/TUBG1/ACLY/IDH1/USO1/SRD5A1/EBP/FADS1/TM7SF2/QDPR/PDK1/BTG2/HPRT1/DHCR7/GLRX/NUPR1/PPA1/INSIG1/PNP/DHFR/HMBS	46
s2.up	GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY	GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY	24/1954	59/13084	1.40404391669117e-06	0.000347724240004174	0.000341270004631155	NDUFS1/TIMM21/NDUFAF5/COA1/NDUFB3/NDUFAF4/NDUFA1/NDUFA5/NDUFB5/DMAC1/NDUFAF1/NDUFB9/NDUFC2/NDUFAF6/NDUFS4/NDUFS5/TMEM126B/NDUFB1/NDUFA12/MT-ND6/MT-ND2/MT-ND5/MT-ND4/NDUFS3	24
s1.up	GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	75/2236	268/13084	4.88686263139086e-06	0.000355574430689201	0.000308577580622562	DCN/ADGRA2/LTBP1/NGFR/HIPK2/NEO1/NEDD4/EPN2/ITGA8/GLG1/NRP1/HIF1A/SFRP1/PRKD2/GRB10/SFRP4/ASPN/ENG/DKK1/SMURF2/VTN/SNX25/VEGFA/LOX/WNT5A/RUNX2/GDF5/TMEM204/SPART/SKIL/SULF1/THBS1/FGF2/FBN2/TGFB1I1/GATA6/PRDM16/CCN1/DLX1/SLIT2/SCUBE3/OGT/ZEB1/VEGFC/CRIM1/ADAM17/FGF18/CD109/FZD1/CREB3L1/XDH/NBL1/ITGA5/SAP30/HHIP/BMPER/HTRA1/FBN1/GREM1/SMAD3/TNXB/HTRA4/HTRA3/LRG1/GREM2/CCBE1/SPRED3/SKOR1/FGF16/SLC2A10/SPRED2/DLL1/MIR10B/MIR199A1/PDCD6	75
s1.up	GOBP_ENDOTHELIAL_CELL_PROLIFERATION	GOBP_ENDOTHELIAL_CELL_PROLIFERATION	44/2236	133/13084	4.95095121073187e-06	0.000357928383042526	0.000310620407269804	KRIT1/NGFR/FGFR1/NRP1/HIF1A/PRKD2/CXCL12/VEGFA/WNT5A/ITGA4/AKT3/PROX1/NRP2/TEK/NR4A1/ALDH1A2/SULF1/THBS1/FGF2/FGF7/EPHA2/ECM1/COL8A1/VEGFC/ADAM17/BMP6/PRKCA/FGF18/MMP14/XDH/HMGB2/BMPER/VEGFD/LRG1/CD34/ERN1/GATA2/EGR3/PRKD1/NR2F2/FGF16/MIR10B/ZNF580/PDCD6	44
s1.up	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	53/2236	171/13084	5.11449539485815e-06	0.000367396681931275	0.000318837265714992	CD38/CD74/FAS/PARP12/MTHFD2/PFKP/IFI35/PTGS2/RNF31/HIF1A/SAMHD1/IL7/DHX58/NFKB1/NMI/NCOA3/ZNFX1/MT2A/FGL2/XAF1/IL6/TOR1B/PIM1/IRF4/IL18BP/DDX60/IFI44L/IFI44/HERC6/PML/SECTM1/IFITM3/SERPING1/SLC25A28/UBE2L6/MX1/AUTS2/C1R/IL15/IFI27/STAT2/FPR1/ISG20/PARP14/RNF213/CIITA/C1S/MX2/SOCS3/PLSCR1/TDRD7/IRF9/CFB	53
s1.up	REACTOME_MET_PROMOTES_CELL_MOTILITY	REACTOME_MET_PROMOTES_CELL_MOTILITY	19/2236	39/13084	5.16515637325498e-06	0.000368053853357422	0.000319407577726296	HGF/LAMA3/LAMC2/LAMB1/LAMA1/MET/COL1A1/GAB1/LAMA4/FN1/COL5A1/LAMC1/ITGA2/COL1A2/COL3A1/LAMB2/LAMA2/COL11A2/COL5A2	19
s1.up	GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY	GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY	22/2236	49/13084	5.18891316579447e-06	0.000368053853357422	0.000319407577726296	MUSK/FGFR1/NRP1/PDGFRL/MET/PDGFRB/EFEMP1/EPHA4/NRP2/TEK/PDGFRA/IGF1R/ERBB2/EPHA2/EGFR/CRIM1/FGFR4/DDR2/AXL/ROR2/ROR1/IGF2R	22
s1.up	GOBP_ERK1_AND_ERK2_CASCADE	GOBP_ERK1_AND_ERK2_CASCADE	66/2236	228/13084	5.26630220114433e-06	0.000370804331251923	0.000321794520489858	CD74/CD44/MUSK/PRKCZ/FBLN1/NOX4/NRP1/HTR2A/NECAB2/PYCARD/CTSH/PRKD2/TGFB1/GRB10/FBXW7/TRPV4/IL26/PDGFRB/FN1/EPHA4/CCN2/TEK/BTN2A2/WNK4/PLA2G5/LIF/PDGFRA/GPNMB/TLR4/MYC/DUSP5/SEMA7A/FGF2/MAP3K12/ERBB2/EPHA2/CCN1/ACKR3/TPBG/EGFR/ZFP36L2/DAB2/PRKCA/TIAM1/FGF18/FGFR4/DDR2/NEK10/HAND2/F2RL1/BMPER/SERPINF2/ROR2/PDGFD/OXTR/F2R/GAS6/TNFAIP8L3/ROR1/ZFP36L1/SPRED3/C5AR1/SIRPA/SPRED2/AGER/MIR138-1	66
s1.up	GOBP_LEUKOCYTE_MIGRATION	GOBP_LEUKOCYTE_MIGRATION	74/2236	264/13084	5.29344718314947e-06	0.000370804331251923	0.000321794520489858	DPEP1/CD74/DAPK2/CXCL2/B4GALT1/MMP2/SLC8B1/MYH9/RIN3/LGMN/PYCARD/TGFB1/PTN/SERPINE1/CXCL12/BST1/TRPV4/ADTRP/VEGFA/WNT5A/ITGA4/IL1R1/DUSP1/XG/TNFSF14/RAC2/RIPK3/LBP/TRPM4/SWAP70/LYVE1/C5AR2/IL6/CCN3/IL33/THBS1/ADAM10/CYP19A1/CH25H/ECM1/SLIT2/TRIM55/PTPRJ/VEGFC/ADAM17/MCOLN2/THY1/RABGEF1/MMP14/NBL1/CXCL16/PF4/ITGA2/F2RL1/VEGFD/JAM3/GREM1/ROR2/PDGFD/SAA1/CD34/PLEC/EXT1/CAMK1D/GAS6/GCNT1/C5AR1/ELANE/DPP4/IRAK4/SIRPA/AGER/ZNF580/CKLF	74
s3.up	GOBP_HUMORAL_IMMUNE_RESPONSE	GOBP_HUMORAL_IMMUNE_RESPONSE	14/350	110/13084	1.33413355932734e-06	0.000373239745764195	0.00034486850954642	LTF/POU2F2/FCN1/CCL2/HPX/MASP1/CXCL14/SERPING1/NOD2/C1QB/CCL13/C1S/ZP3/HLA-DRB1	14
s3.up	GOCC_PLASMA_MEMBRANE_PROTEIN_COMPLEX	GOCC_PLASMA_MEMBRANE_PROTEIN_COMPLEX	28/350	383/13084	1.44934377674031e-06	0.000387040667652241	0.000357620375916257	CACNA1G/CD74/CDH20/CDH23/KCNA1/KCNIP3/RAC2/GABBR2/ACVRL1/CDH13/CACNA1A/SLC6A3/CACNA1C/PGM5/GNA14/KCNS2/CACNB2/CPT1C/KCNE3/CDH5/HLA-DRB1/HLA-DRB5/HLA-DOA/HLA-DRA/HLA-DPB1/HLA-DPA1/SHISA9/HLA-DOB	28
s1.up	GOBP_ENDODERM_DEVELOPMENT	GOBP_ENDODERM_DEVELOPMENT	27/2236	67/13084	5.77004292215669e-06	0.000399230331755111	0.000346463410333955	LAMA3/ITGB5/MMP2/LAMB1/MYH9/TGFB1/DKK1/VTN/COL12A1/COL7A1/ITGA4/FN1/DUSP1/COL5A1/LAMC1/DUSP5/GATA6/COL8A1/HMGA2/MMP14/ITGA5/SMAD3/BRD3/EXT1/ZFP36L1/COL5A2/POU5F1	27
s1.up	GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM	GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM	60/2236	202/13084	5.75114521668826e-06	0.000399230331755111	0.000346463410333955	CD38/SLC38A5/ABCC2/TBXAS1/SLC2A3/ABCC9/SLC44A1/ATP2B1/PTGS2/ATP2A3/MMP2/HTR2A/ABCC1/SLC7A5/TGFB1/SLC1A1/ABCC3/SLC1A2/TRPV4/SLC38A1/VEGFA/ABCC5/ITGA4/SLC2A1/TEK/ABCC4/TRPM4/SLC6A6/SLC38A2/SLC7A1/GRIP2/SLIT2/EGFR/DOCK5/PTPRJ/EXT2/SLC16A12/BMP6/KCNMA1/SLC13A3/ACE/CBS/F2RL1/SVEP1/SERPINF2/MFSD2A/BDKRB2/SLCO3A1/FOXC2/PLEC/OXTR/F2R/EXT1/SLC8A1/SLC6A9/HRH1/SLC6A17/SLC2A10/OCLN/AGER	60
s3.up	KEGG_TYPE_I_DIABETES_MELLITUS	KEGG_TYPE_I_DIABETES_MELLITUS	7/350	23/13084	1.56408660795781e-06	0.000399522122684875	0.00036915307264249	HLA-DRB1/HLA-DRB5/HLA-DOA/HLA-DRA/HLA-DPB1/HLA-DPA1/HLA-DOB	7
s3.up	KEGG_VIRAL_MYOCARDITIS	KEGG_VIRAL_MYOCARDITIS	10/350	55/13084	1.65359714858766e-06	0.00040478680199802	0.000374017565581866	ICAM1/MYH2/RAC2/HLA-DRB1/HLA-DRB5/HLA-DOA/HLA-DRA/HLA-DPB1/HLA-DPA1/HLA-DOB	10
s1.up	GOCC_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE	GOCC_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE	62/2236	211/13084	5.94694619492016e-06	0.000408961336501887	0.000354908252377199	CRLF1/PLAUR/CD74/FAS/LY75/CLEC2D/ITGA8/CD59/B4GALT1/SLC7A5/ENG/CXCL12/SLC38A1/ULBP1/BTN2A1/ITGA4/IL1R1/IL1RL1/SDC1/COLEC11/PLAU/IL13RA2/BTN2A2/BTN2A3P/ABCC4/F10/ULBP2/KLRD1/PDGFRA/NT5E/TLR4/LRRC32/THBS1/ITGA11/SEMA7A/ENPEP/MFGE8/ITGA10/CTSK/ACKR3/ACKR2/OSMR/GFRA1/MR1/THY1/CD1D/ACE/ITGA5/TGFBR2/ITGA2/CTSB/ANPEP/ADAM9/ANTXR1/ALCAM/HEG1/CD34/CLEC14A/TRPV1/PDCD1LG2/MICB/LY6G5B	62
s6.up	GOBP_REGULATION_OF_HORMONE_LEVELS	GOBP_REGULATION_OF_HORMONE_LEVELS	72/1587	352/13084	4.62408087673222e-06	0.0004156399714375	0.000391958102016637	PNPLA4/HFE/HSD17B6/CYP46A1/RETSAT/VAMP3/DKK3/NNAT/PTPRN/DGAT2/PRKACA/DHRS9/AACS/C1QTNF3/AKR1B1/ESR1/DHRS7/PCK2/CTSZ/GHR/PDE8B/STC2/RBP1/BCHE/POMC/SNX19/RDH10/INHBA/VAMP7/IL1B/GNAZ/HSD17B7/RDH5/LHCGR/RBP4/HADH/CYP11A1/CYP1A1/PCSK6/CYP1A2/SIRT3/ENSA/REN/CORIN/SRD5A1/SLC16A2/HSD17B12/BMP6/DHRS4/KCNB1/WNT4/ADORA1/GPER1/ALDH1A1/SGPL1/PRKCE/DHCR7/FZD4/UCP2/ADIPOQ/HCAR2/DGAT1/PRKN/MME/CACNA1H/NMB/PIM3/SELENOT/HSD17B8/AQP1/RASL10B/DHRS11	72
s1.up	REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	32/2236	86/13084	6.19916190537062e-06	0.000421026968023147	0.00036537914978199	VCAN/TNC/LTBP1/APOB/MMP2/LAMB1/APOL1/TIMP1/FAM20A/STC2/FN1/IGFBP5/PAPPA2/QSOX1/CALU/MATN3/GOLM1/LAMC1/CKAP4/IL6/ADAM10/MFGE8/IGFBP4/CCN1/IGFBP3/MELTF/FBN1/IGFBP6/CDH2/LAMB2/PAPPA/GAS6	32
s1.up	GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	56/2236	185/13084	6.23439472068324e-06	0.000421026968023147	0.00036537914978199	CELSR3/CLDN11/TRO/FXYD5/MDGA1/PTK7/CDH6/ACVR1/FLRT3/MMP24/AJUBA/CDH15/CPLANE2/KLF4/CLSTN3/CDH11/HMCN1/KIRREL3/PTPRD/ROBO4/ROBO3/ITGA5/NEXN/TGFBR2/LRFN5/NLGN1/PCDH7/ALCAM/CDH2/CLSTN1/DAB1/CDH4/MYADM/CLDN7/PCDH9/ROBO2/CEACAM19/IL1RAP/FAT4/NTNG2/DCHS2/MBP/L1CAM/PSG5/TENM3/PCDHGC3/PCDHGC5/PCDHGC4/PCDHGA12/PCDHGA7/PCDHGA6/PCDHGA10/PCDHGA11/PCDHGB4/PCDHGB7/PCDHGB5	56
s1.up	GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA	GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA	68/2236	238/13084	6.23275215456452e-06	0.000421026968023147	0.00036537914978199	FUT8/LTBP1/HIPK2/ITGA8/ITGB5/PXN/GLG1/MXRA5/SFRP1/TGFB1/ITGB8/WNT2/ASPN/ENG/COL1A1/SMURF2/SNX25/LOX/WNT5A/ACVR1/KMT2A/LTBP2/SMAD9/APAF1/FMOD/GDF5/ID1/APPL2/SKIL/LRRC32/THBS1/FBN2/IGF1R/PML/TGFB1I1/ZFHX3/PRDM16/CTSK/DLX1/NFKBIZ/OGT/ZEB1/ANKRD1/ADAM17/ZFP36L2/DAB2/CD109/DDR2/TGFBR2/SAP30/COL1A2/HTRA1/FBN1/SMAD3/LTBP3/COL3A1/ADAM9/HTRA4/FOS/HTRA3/PDGFD/LRG1/ZFP36L1/SPRED3/SLC2A10/SPRED2/MIR199A1/DNM3OS	68
s1.up	GOBP_CELL_JUNCTION_ASSEMBLY	GOBP_CELL_JUNCTION_ASSEMBLY	90/2236	339/13084	6.27451036352568e-06	0.000421213856427635	0.000365541336842493	MYCBP2/CLDN11/SNAI2/MUSK/ARHGAP6/LAMA3/HDAC7/VMP1/LIMCH1/FSCN1/CTTN/NRP1/SRPX2/EEF2K/SFRP1/IKBKB/MPDZ/DKK1/CNTNAP1/TRPV4/MDGA1/VEGFA/CDH6/WNT5A/FN1/RAB29/TEK/FLRT3/AJUBA/CDH15/MAP1B/PATJ/LAMC1/THSD1/TLN1/THBS1/CLSTN3/CDH11/EPHA2/NPHP1/PKP4/PHLDB2/TPBG/OGT/PTPRJ/KIRREL3/DLG5/DST/GJA1/PTPRD/THY1/PRKCA/GRIA1/MMP14/FZD1/ACE/ITGA5/SHANK2/PLXNB1/ITGA2/LRFN5/JAM3/GABRB3/GREM1/SMAD3/NLGN1/NLGN2/CDH2/CLSTN1/NEGR1/PEAK1/BDNF/PLEC/CDH4/SLITRK4/OXTR/CLDN7/ACTG1/ROBO2/FLRT2/GABRA5/THBS2/FBF1/RELN/IL1RAP/NLGN3/NTNG2/OCLN/FMN1/SRGAP2	90
s1.up	GOBP_LYMPH_VESSEL_DEVELOPMENT	GOBP_LYMPH_VESSEL_DEVELOPMENT	15/2236	27/13084	6.51098841985368e-06	0.000426923996506453	0.000370496758432066	VEGFA/PROX1/TMEM204/FGF2/EPHA2/VEGFC/PTPN14/NPR2/PDPN/SVEP1/HEG1/CLEC14A/FOXC2/CCBE1/NR2F2	15
s1.up	REACTOME_SYNDECAN_INTERACTIONS	REACTOME_SYNDECAN_INTERACTIONS	15/2236	27/13084	6.51098841985368e-06	0.000426923996506453	0.000370496758432066	TNC/ITGB5/TGFB1/COL1A1/VTN/FN1/SDC1/COL5A1/THBS1/FGF2/PRKCA/ITGA2/COL1A2/COL3A1/COL5A2	15
s1.up	GOBP_PROTEIN_LOCALIZATION_TO_SYNAPSE	GOBP_PROTEIN_LOCALIZATION_TO_SYNAPSE	23/2236	53/13084	6.45299490340452e-06	0.000426923996506453	0.000370496758432066	ARHGAP44/PRKCZ/MPP4/STX1B/CACNG7/WNT5A/DLG4/ADAM10/MAPK8IP3/CLSTN3/ERBB2/GRIP2/OGT/RAPSN/MAP1A/NLGN1/NLGN2/NETO2/CLSTN1/BAIAP2/GPC6/GRIN2A/RELN	23
s1.up	GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN	GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN	28/2236	71/13084	6.40160019611016e-06	0.000426923996506453	0.000370496758432066	SNAI2/ITGA8/ITGB5/ITGB8/SERPINE1/VTN/ITGA4/PLAU/LIF/PODXL/SWAP70/CCN3/ITGA11/CYP1B1/EPHA2/ITGA10/ADAM17/ITGA5/PLPP3/ITGA2/JAM3/FBN1/ADAM9/FOXC2/EXT1/MUC1/DPP4/ITGBL1	28
s3.up	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN	8/350	33/13084	1.87246784883313e-06	0.000440029944475785	0.000406581755639261	CD74/HLA-DRB1/HLA-DRB5/HLA-DOA/HLA-DRA/HLA-DPB1/HLA-DPA1/HLA-DOB	8
s1.up	GOCC_CATION_CHANNEL_COMPLEX	GOCC_CATION_CHANNEL_COMPLEX	39/2236	114/13084	6.84373388375443e-06	0.000446148154572153	0.000387180028300266	CACNA1G/CACNB1/KCNAB2/ABCC9/KCNK2/CTTN/KCNK6/KCND1/KCNN4/CACNG7/STX1A/KCNA1/PKD2/FKBP1B/AKAP9/TRPM4/DLG4/KCNK1/SCN2A/CACNG8/KCNH1/TRPC1/CACNA1C/KCNE4/KCNMA1/CACNA2D3/GRIK2/CACNB2/CATSPER2/KCNS3/CATSPERE/KCNJ14/CACNB4/KCND2/STAC3/KCNQ5/RYR1/ATP2A1/SCN8A	39
s1.up	GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	76/2236	275/13084	6.97733204063037e-06	0.000452243395139249	0.00039246965102106	TFPI/PLAUR/HGF/NEO1/NT5C2/FAP/C1QTNF3/NRP1/RIN3/SAMHD1/ELF4/FOXF1/PLAT/TGFB1/SERPINE1/AHR/DHX58/VTN/NFKB1/ADTRP/TRIM38/WNT5A/EPHA4/DUSP1/TEK/PLAU/NMI/PTGIS/FGL2/ZFP36/PLXNA3/GPS2/SYT11/KLRD1/C5AR2/PDGFRA/NT5E/SERPINE2/KLF4/CCN3/IL33/PIM1/IER3/THBS1/CYP19A1/FGF2/PHLDB2/SLIT2/PLK2/SERPING1/RABGEF1/CD109/NBL1/IFI16/LRFN5/GREM1/SMAD3/SERPINF2/PBK/STAT2/SOCS5/PARP14/SAA1/METRNL/AURKB/PROS1/SOCS3/ROBO2/ELANE/DPP4/SIRPA/MICB/MIR590/MIR199A1/MIR138-1/TAFA5	76
s1.up	GOBP_MUSCLE_CONTRACTION	GOBP_MUSCLE_CONTRACTION	70/2236	248/13084	7.26487537528377e-06	0.000468190082756859	0.000406308639033916	CD38/CACNA1G/EHD3/CACNB1/ABCC9/ATP2B1/PTGS2/CTTN/REM1/DSP/HTR2A/CHRNE/SGCA/MAP2K6/MYH1/MYH3/TRPV4/KCNA1/TNNC1/FKBP1B/NR4A1/MYH2/AKAP9/TRPM4/TNNT3/DTNA/SCN2A/SULF1/MYOF/TMOD3/ATP1B1/TPM3/GRIP2/STAC/CAMK2D/DOCK5/GSN/CACNA1C/KCNE4/GJA1/TTN/CLIC2/KCNMA1/STC1/ATP1A1/APBB2/ITGA2/CACNB2/TPM4/BDKRB2/DES/SPHK1/OXTR/F2R/SLC8A1/ABAT/SMTN/KCNJ12/PRKD1/KCND2/STAC3/RYR1/ATP2A1/TRPV1/SCN8A/FLNA/TPM2/RCSD1/LTB4R/KLHL41	70
s6.up	GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS	GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS	41/1587	166/13084	5.35489803183173e-06	0.000477144696801563	0.000449958479928744	ELOVL5/NR1H3/CYP46A1/ELOVL1/ABCB11/DHRS9/MGLL/SCD/TECR/MCAT/MLYCD/RBP1/ACADL/PECR/MECR/ELOVL3/RDH10/IL1B/RGN/ACSS2/ACLY/CYP1A1/CYP1A2/OSBPL1A/ABHD1/THNSL2/STAR/PTGES/HSD17B12/FADS1/GPX4/ACOX2/ABCD2/LPL/ACOT4/KLHL25/INSIG1/ASAH2/CES1/HSD17B8/HOGA1	41
s2.up	GOBP_FATTY_ACID_METABOLIC_PROCESS	GOBP_FATTY_ACID_METABOLIC_PROCESS	77/1954	308/13084	2.02217531420134e-06	0.000489680986641156	0.00048059184075522	PRKAR2B/ADIPOR2/ELOVL5/MSMO1/PDK3/ALDH3A2/HACD3/ACAT1/HADHA/SCD/LONP2/DECR1/ASAH1/PTGR1/PPARGC1A/ADTRP/MAPK14/QKI/EHHADH/PCCB/KAT2B/ACADL/SCP2/PLA2G4A/GNPAT/ACADM/ACOT2/LYPLA1/FABP3/LIAS/ACSL3/MCEE/IL1B/CYP2E1/PRKAB2/PPARG/GSTM1/LPIN1/ECHDC3/CD36/HADHB/CYP2C8/ETFBKMT/ETFA/NUDT7/CYP4B1/MGST3/CYP4V2/AIG1/AUH/HSD17B12/OXSM/AKR1C2/ACSL1/PDK1/DBI/CPT2/AASDH/ABHD3/CYGB/PRKAA2/PEX13/ACAA2/GSTM4/ETFDH/PCCA/MBLAC2/ACOT1/CYP4F12/ASAH2/ADH5/ECI2/HSD17B8/CPT1B/HACD2/GSTA1/ACACA	77
s1.up	GOBP_NEURON_MIGRATION	GOBP_NEURON_MIGRATION	44/2236	135/13084	7.65719864504046e-06	0.000490669808629354	0.000425817183023841	SDCCAG8/CAMK2B/ASPM/NEO1/CAMK2A/NDE1/FGFR1/NRP1/CXCL12/MDGA1/VEGFA/PLXNA1/NRP2/PLXNA3/MAP1B/DCLK1/ABI2/GNRH1/LRP12/KIRREL3/GJA1/NR4A2/SH3RF1/AUTS2/DISC1/TRIM46/APBB2/NDEL1/AXL/COL3A1/SEMA3E/NDNF/DAB1/BBS1/GATA2/GAS6/GPR173/FLRT2/NR2F2/RELN/NTNG2/FLNA/ADGRG1/SRGAP2	44
s1.up	REACTOME_COLLAGEN_DEGRADATION	REACTOME_COLLAGEN_DEGRADATION	22/2236	50/13084	7.77902992319334e-06	0.000495660449004376	0.000430148202354158	MMP2/COL1A1/COL12A1/COL7A1/COL5A1/ADAM10/CTSK/COL8A1/MMP3/ADAM17/MMP14/COL6A3/COL1A2/CTSB/COL3A1/ADAM9/COL14A1/COL4A5/COL13A1/ELANE/COL11A2/COL5A2	22
s2.up	REACTOME_COMPLEX_I_BIOGENESIS	REACTOME_COMPLEX_I_BIOGENESIS	26/1954	68/13084	2.10319665987895e-06	0.000498229000058716	0.000488981191404351	NDUFS1/NDUFAF5/COA1/HSPA9/NDUFB3/NDUFAF4/NDUFA1/NDUFA5/NDUFB5/DMAC1/NDUFAF1/NDUFB9/NDUFC2/NDUFAF6/NDUFV3/NDUFS4/NDUFS5/TMEM126B/NDUFB1/NDUFA12/MT-ND6/MT-ND2/MT-ND5/MT-ND3/MT-ND4/NDUFS3	26
s1.up	GOBP_BIOMINERAL_TISSUE_DEVELOPMENT	GOBP_BIOMINERAL_TISSUE_DEVELOPMENT	43/2236	131/13084	7.90774487741162e-06	0.000501031161390159	0.00043480905896022	IFT80/ATP2B1/PTGS2/FGFR1/HIF1A/PHEX/TGFB1/PTN/ASPN/COL1A1/FAM20A/TCIRG1/MGP/FBXO5/TENT5A/LOX/ACVR1/ACVR2A/SRGN/RUNX2/TRPM4/FBN2/PRICKLE1/CCN1/TUFT1/ECM1/OSR1/GJA1/BMP6/ANKH/DDR2/SGMS2/COL1A2/OSR2/GREM1/SMAD3/LTBP3/AXIN2/ROR2/EIF2AK3/SLC8A1/GAS6/CCDC154	43
s6.up	GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS	GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS	10/1587	17/13084	5.81311091578387e-06	0.000513508168569287	0.00048425007447274	ACAT1/DLD/MLYCD/PDHX/PPCS/ACSS2/ACLY/PDHA1/PDK1/PDHB	10
